"Person_ID","Dist_since_last_Home","Time_of_Arrival_Home","Time_of_Departure_Home"
"43010129932",12,"15.09.2016 15:15","16.09.2016 10:45"
"43010129932",12,"16.09.2016 15:15","19.09.2016 08:15"
"43010129932",12,"19.09.2016 15:10","19.09.2016 23:59"
"43010130601",20,"22.09.2016 10:40","22.09.2016 16:25"
"43010130601",20,"22.09.2016 17:00","23.09.2016 10:15"
"43010130601",35,"23.09.2016 12:30","24.09.2016 12:30"
"43010130601",45,"24.09.2016 14:30","25.09.2016 00:40"
"43010130601",45,"25.09.2016 01:30","26.09.2016 08:00"
"43010130601",6,"26.09.2016 09:30","26.09.2016 10:00"
"43010130601",12,"26.09.2016 11:00","26.09.2016 23:59"
"43010130631",1.9,"01.10.2016 16:37","01.10.2016 10:29"
"43010130631",0.7,"01.10.2016 10:31","01.10.2016 11:20"
"43010130631",4,"01.10.2016 13:43","02.10.2016 11:30"
"43010130631",2,"02.10.2016 11:43","02.10.2016 23:59"
"43010130632",73,"26.09.2016 12:35","26.09.2016 18:08"
"43010130632",16,"26.09.2016 19:04","27.09.2016 15:00"
"43010130632",17,"27.09.2016 17:49","27.09.2016 18:40"
"43010130632",7,"27.09.2016 19:05","28.09.2016 09:11"
"43010130632",10,"28.09.2016 09:31","28.09.2016 12:19"
"43010130632",8,"28.09.2016 13:00","28.09.2016 15:28"
"43010130632",34,"28.09.2016 16:32","29.09.2016 14:52"
"43010130632",31,"29.09.2016 15:38","30.09.2016 10:48"
"43010130632",51,"30.09.2016 15:45","01.10.2016 08:31"
"43010130632",27,"01.10.2016 12:54","01.10.2016 18:00"
"43010130632",0.8,"01.10.2016 18:02","01.10.2016 19:15"
"43010130632",0.8,"01.10.2016 19:17","01.10.2016 19:40"
"43010130632",4.5,"01.10.2016 19:55","02.10.2016 00:20"
"43010130632",4.5,"02.10.2016 00:35","02.10.2016 23:59"
"43010130891",5,"16.09.2016 17:22","16.09.2016 17:45"
"43010130891",3.5,"16.09.2016 18:26","17.09.2016 10:14"
"43010130891",3,"17.09.2016 10:41","17.09.2016 10:56"
"43010130891",2.3,"17.09.2016 11:40","17.09.2016 17:20"
"43010130891",70,"17.09.2016 18:22","17.09.2016 23:50"
"43010130891",54.1,"17.09.2016 00:40","18.09.2016 10:43"
"43010130891",2.7,"18.09.2016 10:49","18.09.2016 12:39"
"43010130891",2.8,"18.09.2016 12:44","19.09.2016 07:13"
"43010130891",5,"19.09.2016 16:14","20.09.2016 07:14"
"43010130891",4.5,"20.09.2016 16:15","20.09.2016 17:50"
"43010130891",4.2,"20.09.2016 18:16","21.09.2016 07:13"
"43010130891",4.5,"21.09.2016 16:15","21.09.2016 17:15"
"43010130891",2.7,"21.09.2016 17:22","21.09.2016 18:35"
"43010130891",4.8,"21.09.2016 18:52","22.09.2016 07:13"
"43010130891",15.4,"22.09.2016 17:00","22.09.2016 17:39"
"43010130891",3,"22.09.2016 18:25","22.09.2016 23:59"
"43010132251",216,"12.10.2016 19:20","13.10.2016 07:45"
"43010132251",8,"13.10.2016 08:15","13.10.2016 10:15"
"43010132251",50,"13.10.2016 13:40","14.10.2016 07:15"
"43010132251",210,"14.10.2016 15:30","15.10.2016 07:15"
"43010132251",9,"15.10.2016 08:50","15.10.2016 10:45"
"43010132251",18,"15.10.2016 13:20","17.10.2016 06:45"
"43010132251",216,"17.10.2016 19:15","18.10.2016 09:45"
"43010132251",90,"18.10.2016 12:40","18.10.2016 18:10"
"43010132251",13,"18.10.2016 18:30","18.10.2016 21:20"
"43010132251",13,"18.10.2016 21:45","18.10.2016 23:59"
"43010133321",3.5,"18.09.2016 13:01","18.09.2016 14:50"
"43010133321",3.5,"18.09.2016 14:57","19.09.2016 07:05"
"43010133321",5,"19.09.2016 16:26","20.09.2016 07:05"
"43010133321",5,"20.09.2016 16:26","21.09.2016 07:05"
"43010133321",5,"21.09.2016 16:25","21.09.2016 17:30"
"43010133321",6,"21.09.2016 18:03","22.09.2016 07:05"
"43010133321",5,"22.09.2016 16:25","22.09.2016 19:11"
"43010133321",6,"22.09.2016 19:32","23.09.2016 07:05"
"43010133321",5,"23.09.2016 13:02","23.09.2016 13:08"
"43010133321",3.3,"23.09.2016 13:18","23.09.2016 14:12"
"43010133321",3.3,"23.09.2016 14:22","24.09.2016 09:40"
"43010133321",8.6,"24.09.2016 10:54","24.09.2016 12:34"
"43010133321",4.8,"24.09.2016 13:20","24.09.2016 14:40"
"43010133321",3.3,"24.09.2016 14:48","24.09.2016 16:05"
"43010133321",3.3,"24.09.2016 16:13","24.09.2016 23:59"
"43010133331",3,"19.09.2016 08:00","20.09.2016 07:30"
"43010133331",3.1,"20.09.2016 08:00","21.09.2016 07:30"
"43010133331",3.1,"21.09.2016 08:10","22.09.2016 07:30"
"43010133331",6.5,"22.09.2016 09:30","23.09.2016 07:30"
"43010133331",1.3,"23.09.2016 07:35","23.09.2016 07:55"
"43010133331",1.2,"23.09.2016 08:00","24.09.2016 07:30"
"43010133331",3,"24.09.2016 08:30","24.09.2016 23:59"
"43010133861",60,"12.09.2016 17:40","13.09.2016 07:00"
"43010133861",60,"13.09.2016 17:30","14.09.2016 07:00"
"43010133861",65,"14.09.2016 17:50","15.09.2016 07:00"
"43010133861",60,"15.09.2016 18:35","16.09.2016 07:00"
"43010133861",60,"16.09.2016 16:25","17.09.2016 09:30"
"43010133861",6,"17.09.2016 11:10","17.09.2016 23:59"
"43010134211",6,"13.09.2016 14:45","15.09.2016 15:45"
"43010134211",3,"15.09.2016 16:00","15.09.2016 18:35"
"43010134211",3,"15.09.2016 18:45","17.09.2016 13:15"
"43010134211",110,"17.09.2016 14:45","17.09.2016 20:10"
"43010134211",110,"17.09.2016 21:40","19.09.2016 15:30"
"43010134211",5.5,"19.09.2016 16:35","19.09.2016 23:59"
"43010135171",16,"29.10.2016 15:55","29.10.2016 06:48"
"43010135171",33,"31.10.2016 09:42","31.10.2016 12:30"
"43010135171",18,"31.10.2016 14:30","01.11.2016 08:30"
"43010135171",18,"01.11.2016 08:55","02.11.2016 06:25"
"43010135171",6,"02.11.2016 06:45","02.11.2016 08:30"
"43010135171",61,"02.11.2016 11:30","03.11.2016 08:30"
"43010135171",18,"03.11.2016 08:55","04.11.2016 08:30"
"43010135171",18,"04.11.2016 08:53","04.11.2016 16:00"
"43010135171",18.2,"04.11.2016 16:57","04.11.2016 23:59"
"43010135172",50,"30.10.2016 07:50","30.10.2016 20:50"
"43010135172",50.6,"31.10.2016 09:05","31.10.2016 14:55"
"43010135172",14,"31.10.2016 15:26","31.10.2016 20:30"
"43010135172",50,"01.11.2016 08:03","01.11.2016 14:55"
"43010135172",14,"01.11.2016 15:32","01.11.2016 16:35"
"43010135172",14,"01.11.2016 17:00","01.11.2016 17:50"
"43010135172",15,"01.11.2016 18:50","02.11.2016 13:40"
"43010135172",19,"02.11.2016 14:25","02.11.2016 17:15"
"43010135172",18,"02.11.2016 18:31","03.11.2016 10:43"
"43010135172",22,"03.11.2016 18:12","03.11.2016 21:20"
"43010135172",28.5,"03.11.2016 11:33","03.11.2016 13:15"
"43010135172",2,"03.11.2016 13:22","03.11.2016 13:27"
"43010135172",14,"03.11.2016 13:52","03.11.2016 14:50"
"43010135172",15.5,"03.11.2016 15:21","03.11.2016 16:02"
"43010135172",9,"03.11.2016 16:15","03.11.2016 16:50"
"43010135172",9.1,"04.11.2016 08:04","04.11.2016 23:59"
"43010135761",7,"10.10.2016 14:07","10.10.2016 21:00"
"43010135761",52,"11.10.2016 06:30","11.10.2016 16:22"
"43010135761",6.5,"11.10.2016 16:40","11.10.2016 18:23"
"43010135761",6.5,"11.10.2016 18:40","11.10.2016 21:00"
"43010135761",52,"12.10.2016 06:30","12.10.2016 14:40"
"43010135761",33.5,"12.10.2016 15:15","12.10.2016 23:00"
"43010135761",33.5,"12.10.2016 23:30","13.10.2016 12:00"
"43010135761",130,"13.10.2016 15:20","13.10.2016 16:20"
"43010135761",2,"13.10.2016 16:50","14.10.2016 12:00"
"43010135761",7,"14.10.2016 12:20","14.10.2016 15:15"
"43010135761",7,"14.10.2016 15:30","15.10.2016 13:05"
"43010135761",33.5,"15.10.2016 14:00","15.10.2016 19:35"
"43010135761",33.5,"15.10.2016 20:15","16.10.2016 05:15"
"43010135761",52,"16.10.2016 14:35","16.10.2016 23:59"
"43010136151",14,"18.10.2016 08:30","18.10.2016 09:45"
"43010136151",14,"18.10.2016 10:00","18.10.2016 10:15"
"43010136151",75,"18.10.2016 13:10","19.10.2016 10:50"
"43010136151",18,"19.10.2016 11:45","19.10.2016 15:10"
"43010136151",17,"19.10.2016 15:25","20.10.2016 17:30"
"43010136151",38,"20.10.2016 20:00","20.10.2016 23:59"
"43010136152",38,"17.10.2016 20:00","18.10.2016 07:15"
"43010136152",64,"18.10.2016 14:10","19.10.2016 07:15"
"43010136152",64,"19.10.2016 17:00","20.10.2016 07:15"
"43010136152",64,"20.10.2016 10:40","20.10.2016 13:20"
"43010136152",10,"20.10.2016 15:15","21.10.2016 09:50"
"43010136152",64,"21.10.2016 17:00","21.10.2016 23:59"
"43010136401",10,"12.10.2016 07:50","12.10.2016 08:40"
"43010136401",10,"12.10.2016 08:52","13.10.2016 15:15"
"43010136401",22,"13.10.2016 16:27","14.10.2016 07:37"
"43010136401",10,"14.10.2016 07:50","14.10.2016 08:47"
"43010136401",10,"14.10.2016 08:57","14.10.2016 18:11"
"43010136401",20,"14.10.2016 20:37","15.10.2016 08:44"
"43010136401",20,"15.10.2016 09:24","16.10.2016 08:48"
"43010136401",3.5,"16.10.2016 09:28","17.10.2016 07:40"
"43010136401",10,"17.10.2016 07:52","17.10.2016 08:42"
"43010136401",10,"17.10.2016 08:53","18.10.2016 08:07"
"43010136401",22,"18.10.2016 10:01","18.10.2016 23:59"
"43010137611",5,"12.09.2016 23:59","12.09.2016 19:30"
"43010137611",11,"12.09.2016 20:08","12.09.2016 20:10"
"43010137611",4,"12.09.2016 20:33","12.09.2016 22:15"
"43010137611",7.5,"13.09.2016 09:16","13.09.2016 10:45"
"43010137611",2.5,"13.09.2016 10:53","13.09.2016 18:55"
"43010137611",36,"13.09.2016 22:40","14.09.2016 16:05"
"43010137611",13.5,"14.09.2016 17:15","15.09.2016 15:50"
"43010137611",6,"15.09.2016 16:50","16.09.2016 09:20"
"43010137611",5,"16.09.2016 13:40","16.09.2016 14:10"
"43010137611",3,"16.09.2016 14:21","16.09.2016 15:20"
"43010137611",3,"16.09.2016 15:26","16.09.2016 15:45"
"43010137611",23,"16.09.2016 18:22","18.09.2016 17:10"
"43010137611",10,"18.09.2016 17:35","18.09.2016 23:59"
"43010137612",436.5,"17.09.2016 15:30","17.09.2016 15:40"
"43010137612",11,"17.09.2016 16:05","17.09.2016 23:59"
"43010138652",140,"17.09.2016 14:20","17.09.2016 17:20"
"43010138652",15,"17.09.2016 17:50","19.09.2016 08:42"
"43010138652",16,"19.09.2016 09:32","19.09.2016 13:30"
"43010138652",60,"19.09.2016 14:51","19.09.2016 16:50"
"43010138652",12,"19.09.2016 17:10","20.09.2016 14:42"
"43010138652",14,"20.09.2016 17:40","21.09.2016 09:20"
"43010138652",11.3,"21.09.2016 09:46","22.09.2016 08:20"
"43010138652",55,"22.09.2016 09:30","22.09.2016 14:35"
"43010138652",58,"22.09.2016 16:15","22.09.2016 17:00"
"43010138652",14,"22.09.2016 17:59","23.09.2016 16:05"
"43010138652",16,"23.09.2016 17:45","23.09.2016 23:59"
"43010138671",4.7,"14.09.2016 11:55","16.09.2016 15:35"
"43010138671",25,"16.09.2016 16:00","16.09.2016 18:40"
"43010138671",25,"16.09.2016 19:00","17.09.2016 15:26"
"43010138671",7,"17.09.2016 16:00","19.09.2016 19:40"
"43010138671",1.8,"19.09.2016 19:50","19.09.2016 23:00"
"43010138671",1.8,"19.09.2016 23:14","19.09.2016 23:59"
"43010138672",50,"13.09.2016 14:45","14.09.2016 15:10"
"43010138672",25,"14.09.2016 15:45","14.09.2016 19:35"
"43010138672",25,"14.09.2016 19:55","14.09.2016 20:00"
"43010138672",2.4,"14.09.2016 20:05","14.09.2016 20:55"
"43010138672",2.4,"14.09.2016 21:03","14.09.2016 23:59"
"43010139251",5.3,"13.09.2016 10:50","13.09.2016 11:55"
"43010139251",5.3,"13.09.2016 12:10","14.09.2016 12:10"
"43010139251",8.3,"14.09.2016 14:05","15.09.2016 09:05"
"43010139251",5.2,"15.09.2016 10:05","15.09.2016 12:40"
"43010139251",5.6,"15.09.2016 12:55","15.09.2016 13:55"
"43010139251",5.6,"15.09.2016 14:10","16.09.2016 14:10"
"43010139251",45.5,"16.09.2016 17:35","17.09.2016 09:20"
"43010139251",23,"17.09.2016 15:35","19.09.2016 15:15"
"43010139251",17,"19.09.2016 16:25","19.09.2016 23:59"
"43010139351",10,"19.09.2016 12:15","19.09.2016 13:50"
"43010139351",12,"19.09.2016 14:40","19.09.2016 17:40"
"43010139351",4,"19.09.2016 17:55","19.09.2016 20:55"
"43010139351",4,"19.09.2016 21:05","20.09.2016 08:00"
"43010139351",10,"20.09.2016 08:20","20.09.2016 14:00"
"43010139351",10,"20.09.2016 14:20","21.09.2016 08:00"
"43010139351",6,"21.09.2016 09:00","21.09.2016 09:45"
"43010139351",11.6,"21.09.2016 10:30","21.09.2016 11:50"
"43010139351",6.4,"21.09.2016 12:30","21.09.2016 15:10"
"43010139351",6.4,"21.09.2016 15:35","22.09.2016 08:00"
"43010139351",10,"22.09.2016 08:15","22.09.2016 11:40"
"43010139351",10,"22.09.2016 12:00","22.09.2016 13:30"
"43010139351",10.5,"22.09.2016 15:30","22.09.2016 16:15"
"43010139351",25,"22.09.2016 17:30","23.09.2016 08:00"
"43010139351",10,"23.09.2016 08:15","23.09.2016 12:00"
"43010139351",10,"23.09.2016 12:15","23.09.2016 17:40"
"43010139351",29.2,"23.09.2016 19:00","23.09.2016 20:35"
"43010139351",11.1,"23.09.2016 20:50","24.09.2016 10:25"
"43010139351",11.6,"24.09.2016 11:10","24.09.2016 23:59"
"43010139352",20.6,"19.09.2016 15:32","20.09.2016 06:35"
"43010139352",20.6,"20.09.2016 15:35","20.09.2016 18:50"
"43010139352",3,"20.09.2016 19:00","20.09.2016 22:00"
"43010139352",3,"20.09.2016 22:10","21.09.2016 06:35"
"43010139352",20.6,"21.09.2016 15:35","22.09.2016 06:35"
"43010139352",20.6,"22.09.2016 12:45","23.09.2016 06:35"
"43010139352",32.8,"23.09.2016 14:20","24.09.2016 10:30"
"43010139352",10,"24.09.2016 11:30","24.09.2016 23:59"
"43010139431",16,"19.09.2016 17:15","20.09.2016 07:00"
"43010139431",16,"20.09.2016 17:13","21.09.2016 07:05"
"43010139431",16,"21.09.2016 17:26","22.09.2016 06:55"
"43010139431",16,"22.09.2016 17:16","23.09.2016 07:00"
"43010139431",16,"23.09.2016 17:10","24.09.2016 08:40"
"43010139431",16,"24.09.2016 12:30","24.09.2016 23:59"
"43010142851",120,"13.11.2016 17:20","14.11.2016 09:50"
"43010142851",23,"15.11.2016 17:15","16.11.2016 10:00"
"43010142851",34,"16.11.2016 19:00","17.11.2016 07:20"
"43010142851",53,"17.11.2016 18:05","18.11.2016 10:15"
"43010142851",53,"18.11.2016 16:15","19.11.2016 10:00"
"43010142851",30,"19.11.2016 15:15","19.11.2016 23:59"
"43010142852",12,"14.11.2016 12:10","15.11.2016 13:00"
"43010142852",5,"15.11.2016 13:50","16.11.2016 11:50"
"43010142852",28,"16.11.2016 16:55","17.11.2016 11:00"
"43010142852",12,"17.11.2016 12:15","17.11.2016 15:15"
"43010142852",4.5,"17.11.2016 16:15","18.11.2016 11:00"
"43010142852",12,"19.11.2016 12:10","19.11.2016 15:00"
"43010142852",8,"19.11.2016 15:15","19.11.2016 17:00"
"43010142852",8,"19.11.2016 17:15","19.11.2016 21:00"
"43010142852",25,"19.11.2016 21:30","19.11.2016 23:00"
"43010142852",25,"19.11.2016 00:00","19.11.2016 23:59"
"43010142853",4,"13.11.2016 15:10","13.11.2016 16:00"
"43010142853",4,"13.11.2016 16:10","14.11.2016 17:30"
"43010142853",4,"14.11.2016 18:35","16.11.2016 17:30"
"43010142853",12,"16.11.2016 18:50","17.11.2016 18:00"
"43010142853",48,"17.11.2016 20:40","18.11.2016 15:30"
"43010142853",8,"18.11.2016 15:45","18.11.2016 19:00"
"43010142853",8,"18.11.2016 19:15","18.11.2016 21:30"
"43010142853",55,"18.11.2016 22:30","19.11.2016 04:00"
"43010142853",55,"19.11.2016 05:00","19.11.2016 12:00"
"43010142853",12,"19.11.2016 12:25","19.11.2016 21:00"
"43010142853",50,"19.11.2016 21:45","19.11.2016 23:10"
"43010142853",50,"19.11.2016 23:55","19.11.2016 23:59"
"43010145461",15,"18.09.2016 08:00","18.09.2016 13:05"
"43010145461",15,"18.09.2016 13:20","19.09.2016 10:45"
"43010145461",83,"19.09.2016 15:10","20.09.2016 07:10"
"43010145461",82,"20.09.2016 16:35","21.09.2016 06:45"
"43010145461",94,"21.09.2016 16:10","22.09.2016 07:40"
"43010145461",36,"22.09.2016 11:30","22.09.2016 19:15"
"43010145461",6.5,"22.09.2016 19:30","22.09.2016 21:15"
"43010145461",6.5,"22.09.2016 21:30","23.09.2016 10:05"
"43010145461",2.5,"23.09.2016 10:15","23.09.2016 13:05"
"43010145461",33,"23.09.2016 15:35","23.09.2016 15:40"
"43010145461",5,"23.09.2016 16:00","23.09.2016 23:59"
"43010145462",6,"17.09.2016 11:33","17.09.2016 14:35"
"43010145462",15.2,"17.09.2016 14:50","17.09.2016 16:45"
"43010145462",15.2,"17.09.2016 17:00","17.09.2016 17:30"
"43010145462",4,"17.09.2016 17:45","17.09.2016 20:30"
"43010145462",4,"17.09.2016 20:45","17.09.2016 21:39"
"43010145462",4.2,"17.09.2016 22:00","18.09.2016 09:15"
"43010145462",15.2,"18.09.2016 09:30","18.09.2016 12:15"
"43010145462",15.2,"18.09.2016 12:30","19.09.2016 08:00"
"43010145462",175,"19.09.2016 20:07","19.09.2016 20:43"
"43010145462",15,"19.09.2016 21:03","20.09.2016 07:45"
"43010145462",102,"20.09.2016 11:53","20.09.2016 14:15"
"43010145462",51,"20.09.2016 18:20","20.09.2016 19:50"
"43010145462",43,"20.09.2016 22:15","21.09.2016 07:00"
"43010145462",42,"21.09.2016 14:55","21.09.2016 16:00"
"43010145462",15,"21.09.2016 16:15","21.09.2016 19:45"
"43010145462",15,"21.09.2016 20:00","22.09.2016 17:15"
"43010145462",22,"22.09.2016 19:13","23.09.2016 09:15"
"43010145462",5,"23.09.2016 10:15","23.09.2016 16:15"
"43010145462",15.2,"23.09.2016 16:30","23.09.2016 19:05"
"43010145462",15.2,"23.09.2016 19:20","23.09.2016 19:50"
"43010145462",2.5,"23.09.2016 20:05","23.09.2016 22:40"
"43010145462",2.5,"23.09.2016 22:50","23.09.2016 23:59"
"43010146091",11,"22.09.2016 14:45","23.09.2016 14:00"
"43010146091",1,"23.09.2016 14:25","23.09.2016 23:59"
"43010146092",6.5,"19.09.2016 13:30","20.09.2016 11:30"
"43010146092",6.5,"20.09.2016 13:45","21.09.2016 17:00"
"43010146092",5,"21.09.2016 17:20","21.09.2016 23:59"
"43010146221",125.3,"14.09.2016 20:38","15.09.2016 08:10"
"43010146221",106,"15.09.2016 17:38","16.09.2016 16:40"
"43010146221",12,"16.09.2016 18:25","19.09.2016 08:05"
"43010146221",106,"19.09.2016 18:25","20.09.2016 07:35"
"43010146221",518,"20.09.2016 16:25","20.09.2016 23:59"
"43010147081",16,"18.11.2016 11:40","22.11.2016 09:15"
"43010147081",34,"22.11.2016 13:00","23.11.2016 09:30"
"43010147081",28,"23.11.2016 12:20","24.11.2016 13:00"
"43010147081",11,"24.11.2016 13:25","24.11.2016 17:30"
"43010147081",11,"24.11.2016 18:00","24.11.2016 23:59"
"43010147082",71,"18.11.2016 19:05","19.11.2016 10:15"
"43010147082",85,"19.11.2016 11:10","19.11.2016 16:00"
"43010147082",70,"19.11.2016 17:15","19.11.2016 19:00"
"43010147082",25,"19.11.2016 19:30","21.11.2016 08:15"
"43010147082",107,"21.11.2016 19:30","22.11.2016 08:15"
"43010147082",125,"22.11.2016 20:00","23.11.2016 08:00"
"43010147082",193,"23.11.2016 19:30","24.11.2016 08:00"
"43010147082",235,"24.11.2016 19:35","24.11.2016 23:59"
"43010148801",120.8,"12.09.2016 20:05","13.09.2016 05:40"
"43010148801",125.4,"13.09.2016 20:19","14.09.2016 05:42"
"43010148801",119.4,"14.09.2016 20:45","15.09.2016 09:38"
"43010148801",10.4,"15.09.2016 10:40","16.09.2016 09:40"
"43010148801",4,"16.09.2016 10:06","16.09.2016 11:29"
"43010148801",24.1,"16.09.2016 13:48","16.09.2016 23:00"
"43010148801",3.8,"16.09.2016 23:22","17.09.2016 05:47"
"43010148801",118.7,"17.09.2016 20:23","18.09.2016 05:47"
"43010148801",118.7,"18.09.2016 20:16","18.09.2016 23:59"
"43010150201",52,"17.09.2016 13:25","17.09.2016 15:40"
"43010150201",0.6,"17.09.2016 18:32","18.09.2016 05:10"
"43010150201",52,"18.09.2016 12:40","18.09.2016 17:10"
"43010150201",52,"18.09.2016 22:40","19.09.2016 05:10"
"43010150201",52,"19.09.2016 14:40","19.09.2016 16:30"
"43010150201",0.8,"19.09.2016 20:17","20.09.2016 05:10"
"43010150201",52,"20.09.2016 14:45","20.09.2016 16:15"
"43010150201",1.6,"20.09.2016 20:14","21.09.2016 05:10"
"43010150201",52,"21.09.2016 14:45","22.09.2016 05:10"
"43010150201",52,"22.09.2016 15:00","23.09.2016 05:10"
"43010150201",52,"23.09.2016 14:40","23.09.2016 15:10"
"43010150201",18,"23.09.2016 15:52","23.09.2016 23:59"
"43010150203",21,"17.09.2016 12:05","19.09.2016 05:25"
"43010150203",23.5,"19.09.2016 15:00","19.09.2016 17:00"
"43010150203",2.4,"19.09.2016 17:32","20.09.2016 05:25"
"43010150203",23,"20.09.2016 14:20","21.09.2016 05:25"
"43010150203",23,"21.09.2016 14:20","22.09.2016 05:25"
"43010150203",23,"22.09.2016 14:20","22.09.2016 16:15"
"43010150203",15,"22.09.2016 16:35","22.09.2016 17:30"
"43010150203",15,"22.09.2016 17:45","23.09.2016 05:25"
"43010150203",23,"23.09.2016 14:40","23.09.2016 20:15"
"43010150203",1,"23.09.2016 20:20","23.09.2016 20:25"
"43010150203",15,"23.09.2016 20:40","23.09.2016 23:15"
"43010150203",15,"23.09.2016 23:30","23.09.2016 23:59"
"43010150204",18,"20.09.2016 09:25","22.09.2016 08:30"
"43010150204",19.5,"22.09.2016 10:30","22.09.2016 23:59"
"43010150611",10,"26.09.2016 12:10","26.09.2016 13:00"
"43010150611",2,"26.09.2016 13:05","26.09.2016 13:25"
"43010150611",2,"26.09.2016 13:30","26.09.2016 15:00"
"43010150611",20,"26.09.2016 16:30","27.09.2016 08:50"
"43010150611",10,"27.09.2016 12:10","27.09.2016 16:00"
"43010150611",12,"27.09.2016 16:15","27.09.2016 17:10"
"43010150611",12,"27.09.2016 17:30","28.09.2016 08:50"
"43010150611",10,"28.09.2016 12:15","29.09.2016 08:50"
"43010150611",10,"29.09.2016 12:10","30.09.2016 09:00"
"43010150611",30,"30.09.2016 12:40","01.10.2016 11:00"
"43010150611",12,"01.10.2016 11:15","01.10.2016 12:15"
"43010150611",12,"01.10.2016 12:30","02.10.2016 13:00"
"43010150611",30,"02.10.2016 14:20","02.10.2016 15:00"
"43010150611",20,"02.10.2016 15:30","02.10.2016 18:00"
"43010150611",20,"02.10.2016 18:30","02.10.2016 23:59"
"43010150612",50,"16.09.2016 16:30","16.09.2016 21:30"
"43010150612",24,"17.09.2016 11:15","17.09.2016 14:00"
"43010150612",6,"17.09.2016 14:10","17.09.2016 18:00"
"43010150612",6,"17.09.2016 18:10","18.09.2016 20:00"
"43010150612",12,"18.09.2016 20:15","18.09.2016 22:00"
"43010150612",12,"18.09.2016 22:15","19.09.2016 08:00"
"43010150612",50,"19.09.2016 20:00","20.09.2016 08:00"
"43010150612",50,"20.09.2016 17:30","21.09.2016 08:00"
"43010150612",50,"21.09.2016 14:30","22.09.2016 08:00"
"43010150612",50,"22.09.2016 19:30","22.09.2016 21:00"
"43010150612",10,"22.09.2016 21:15","22.09.2016 23:45"
"43010150612",10,"22.09.2016 23:59","22.09.2016 23:59"
"43010151481",5.5,"13.10.2016 10:51","14.10.2016 09:10"
"43010151481",67.6,"14.10.2016 11:32","17.10.2016 08:30"
"43010151481",260,"17.10.2016 12:45","17.10.2016 14:50"
"43010151481",4.7,"17.10.2016 16:03","17.10.2016 23:59"
"43010151482",1.6,"14.10.2016 20:29","15.10.2016 16:25"
"43010151482",5,"15.10.2016 17:53","15.10.2016 23:59"
"43010151741",48,"10.10.2016 16:35","11.10.2016 06:30"
"43010151741",48,"11.10.2016 16:31","12.10.2016 06:29"
"43010151741",48,"12.10.2016 16:46","13.10.2016 06:29"
"43010151741",48.9,"13.10.2016 16:44","14.10.2016 06:32"
"43010151741",48,"14.10.2016 12:49","14.10.2016 13:31"
"43010151741",4.8,"14.10.2016 14:25","14.10.2016 15:11"
"43010151741",42,"14.10.2016 17:23","15.10.2016 13:57"
"43010151741",38.8,"16.10.2016 14:14","16.10.2016 23:59"
"43010155821",11.1,"19.10.2016 19:20","19.10.2016 21:59"
"43010155821",11.1,"19.10.2016 22:20","19.10.2016 15:42"
"43010155821",22,"19.10.2016 18:53","19.10.2016 23:59"
"43010160611",19.6,"12.10.2016 16:45","16.10.2016 11:05"
"43010160611",6.8,"16.10.2016 11:20","16.10.2016 13:15"
"43010160611",6.8,"16.10.2016 14:15","18.10.2016 07:17"
"43010160611",19.6,"18.10.2016 17:25","18.10.2016 19:52"
"43010160611",3.1,"18.10.2016 19:56","18.10.2016 23:02"
"43010160611",3.1,"18.10.2016 23:08","18.10.2016 23:59"
"43010160613",70,"12.10.2016 15:20","13.10.2016 19:30"
"43010160613",10,"13.10.2016 19:45","13.10.2016 22:15"
"43010160613",10,"13.10.2016 22:30","14.10.2016 17:00"
"43010160613",6,"14.10.2016 18:05","15.10.2016 16:15"
"43010160613",10,"15.10.2016 16:30","15.10.2016 17:55"
"43010160613",10,"15.10.2016 18:10","16.10.2016 11:20"
"43010160613",4,"16.10.2016 11:25","16.10.2016 16:45"
"43010160613",4,"16.10.2016 16:50","16.10.2016 19:30"
"43010160613",7,"16.10.2016 19:40","17.10.2016 04:50"
"43010160613",7,"17.10.2016 05:00","17.10.2016 07:15"
"43010160613",26,"17.10.2016 15:15","18.10.2016 07:15"
"43010160613",70,"18.10.2016 12:15","18.10.2016 19:00"
"43010160613",4,"18.10.2016 19:05","18.10.2016 21:15"
"43010160613",4,"18.10.2016 21:20","18.10.2016 23:59"
"43010161171",30,"17.10.2016 16:50","18.10.2016 07:15"
"43010161171",30,"18.10.2016 17:55","19.10.2016 06:30"
"43010161171",140,"19.10.2016 19:00","20.10.2016 07:20"
"43010161171",30,"20.10.2016 14:20","21.10.2016 07:25"
"43010161171",30,"21.10.2016 16:50","21.10.2016 19:30"
"43010161171",15,"21.10.2016 20:00","21.10.2016 23:00"
"43010161171",15,"21.10.2016 23:25","22.10.2016 07:30"
"43010161171",30,"22.10.2016 09:00","23.10.2016 15:00"
"43010161171",5,"23.10.2016 15:10","23.10.2016 16:30"
"43010161171",5,"23.10.2016 16:40","23.10.2016 23:59"
"43110100371",85.9,"09.11.2016 09:05","09.11.2016 14:51"
"43110100371",87.7,"09.11.2016 16:17","09.11.2016 23:59"
"43110100372",60.2,"07.11.2016 16:33","08.11.2016 06:53"
"43110100372",6,"08.11.2016 17:14","10.11.2016 06:58"
"43110100372",60.3,"10.11.2016 16:03","11.11.2016 06:56"
"43110100372",5.4,"11.11.2016 14:54","11.11.2016 15:45"
